,0050 ????50,2603 ??,2609 ??,2615 ??
2021/3/17,134.2,40.1,31.3,49
2021/3/18,134.9,41.65,31.9,49.95
2021/3/19,132.8,41.7,32.6,49.55
2021/3/22,133.4,45.85,35.85,54.5
2021/3/23,133.6,42.75,33.5,51.7
2021/3/24,131.5,43.7,33.8,52
2021/3/25,131.95,41.7,32.5,49.9
2021/3/26,134.35,43.05,34,52.9
2021/3/29,135.45,43.8,35.25,55.4
2021/3/30,135.9,43.8,35.4,54.6
2021/3/31,134.75,45.5,37.7,55.1
2021/4/1,135.75,47.9,40.15,55.9
2021/4/6,137.65,49.5,44.15,57.4
2021/4/7,137.8,50.5,46.35,58.7
2021/4/8,138.25,52.3,46.2,58.9
2021/4/9,137.95,50,42.75,58.2
2021/4/12,137.15,55,46.1,64
2021/4/13,137.15,56.9,44.8,64.3
2021/4/14,137.9,59.9,45.5,65.3
2021/4/15,139.05,59,46.7,66.7
2021/4/16,139.25,63.3,50.6,73.3
2021/4/19,139.5,68,55,80.6
2021/4/20,139.25,69,57,81.5
2021/4/21,138,75.9,62.7,89.6
2021/4/22,137.9,72.9,59.6,85.8
2021/4/23,139.15,69.9,60.4,82
2021/4/26,141.2,76.8,66.4,90.2
2021/4/27,141.25,77.5,72,91.2
2021/4/28,140.4,76.8,75,92.5
2021/4/29,140.6,79,79.8,94.7
2021/5/3,138.25,86.6,87.7,101.5
2021/5/4,137.05,78,80,91.4
2021/5/5,135.75,79.9,87,92.5
2021/5/6,136.95,81.1,84.3,89.9
2021/5/7,139.4,85,91.5,92.3
2021/5/10,138.45,93.5,100.5,101.5
2021/5/11,133.25,95.6,97.6,98.7
2021/5/12,129.4,86.1,87.9,88.9
2021/5/13,127.5,77.5,79.2,80.1
2021/5/14,128.95,70.1,74,81.6
2021/5/17,126.5,63.1,66.6,78.2
2021/5/18,132.3,69.4,73.2,86
2021/5/19,131.4,76.3,80.5,94.6
2021/5/20,130.5,77,83.5,104
2021/5/21,132.35,84.7,91.8,114
2021/5/24,132.15,86.4,93.1,125
2021/5/25,134.4,82.4,91,116.5
2021/5/26,134.5,85.6,98.8,128
2021/5/27,133.55,87.7,103,140.5
2021/5/28,135.8,96.4,108,154.5
2021/5/31,137.1,98.6,102.5,145

