,0050 ????50,2603 ??,2609 ??,2615 ??
???,???(?),???(?),???(?),???(?)
2010/1/4,39.1039,13.9846,21.5407,10.8512
2010/1/5,39.1039,14.4854,21.9803,10.9136
2010/1/6,39.8306,14.2543,22.0682,10.9136
2010/1/7,39.7268,14.3313,22.0682,10.7889
2010/1/8,39.9691,15.1018,22.4199,10.9448
2010/1/11,40.0729,15.4486,23.1233,11.1007
2010/1/12,39.8652,15.333,22.8595,10.82
2010/1/13,39.277,14.7166,21.9803,10.82
2010/1/14,39.7614,15.1018,22.2441,11.0071
2010/1/15,40.0037,15.2174,22.5957,11.1319
2010/1/18,39.796,14.8707,22.4199,11.1319
2010/1/19,39.277,14.6395,21.9803,10.976
2010/1/20,39.0347,15.1789,22.1561,10.9136
2010/1/21,38.7233,15.2174,22.0682,10.7889
2010/1/22,37.6505,14.6781,21.4528,10.29
2010/1/25,37.5121,14.2543,20.8373,10.29
2010/1/26,36.647,13.5994,19.8702,9.6351
2010/1/27,36.6124,13.792,19.7823,9.6663
2010/1/28,37.4083,13.869,20.046,9.7287
2010/1/29,36.6816,14.2543,20.2219,9.9781
2010/2/1,36.2663,14.0617,19.6943,9.7287
2010/2/2,35.8856,14.0617,19.0789,9.8534
2010/2/3,36.5085,14.0231,18.991,9.9158
2010/2/4,36.3701,13.6764,19.2547,9.7911
2010/2/5,35.1243,12.7903,18.5514,9.4169
2010/2/6,35.4358,12.7903,18.1118,9.4169
2010/2/8,35.1935,13.2912,17.848,9.3857
2010/2/9,35.678,13.3682,17.9359,9.5416
2010/2/10,36.0587,13.3297,18.7272,9.604
2010/2/22,36.4047,13.6379,19.1668,9.9781
2010/2/23,36.4047,14.5625,20.046,10.0405
2010/2/24,36.1625,14.4084,20.2219,10.1029
2010/2/25,35.7472,14.7166,19.7823,10.0093
2010/2/26,35.678,14.7936,19.8702,10.1341
2010/3/1,36.5431,14.6395,20.2219,10.1341
2010/3/2,36.4393,14.3699,20.3098,10.3835
2010/3/3,36.4393,14.6781,20.5736,10.5706
2010/3/4,36.1279,14.7551,21.3649,10.7265
2010/3/5,36.647,15.1018,21.6286,10.82
2010/3/8,37.1314,15.3715,21.9803,10.8512
2010/3/9,37.2352,15.3715,21.7165,10.9136
2010/3/10,37.2352,15.3715,21.2769,10.7889
2010/3/11,37.1314,15.2945,21.2769,10.6018
2010/3/12,37.0968,15.2945,21.2769,10.7265
2010/3/15,36.5777,15.2174,21.1011,10.5706
2010/3/16,36.7508,15.333,21.3649,10.6953
2010/3/17,37.4775,15.41,21.7165,10.8824
2010/3/18,37.6505,15.4871,21.7165,10.8512
2010/3/19,37.5467,15.41,21.8924,10.8512
2010/3/22,37.166,15.0248,21.6286,10.7265
2010/3/23,36.9238,14.4854,21.3649,10.633
2010/3/24,37.0276,14.7936,21.4528,10.7577
2010/3/25,37.0276,14.7551,21.3649,10.7889
2010/3/26,37.3737,14.7166,21.2769,10.8512
2010/3/29,37.7197,14.6395,21.2769,10.9136
2010/3/30,37.6851,14.524,21.4528,11.1007
2010/3/31,37.5467,14.4084,20.9252,11.1319
2010/4/1,37.8927,14.4854,20.7494,11.1319
2010/4/2,37.8927,14.8322,21.2769,11.1942
2010/4/6,38.2734,15.0248,21.2769,11.3501
2010/4/7,38.3426,15.0248,21.1011,11.2878
2010/4/8,38.1004,14.7936,21.1011,11.2254
2010/4/9,38.2042,14.7936,21.2769,11.3501
2010/4/12,38.3772,14.9863,21.2769,11.4749
2010/4/13,37.9274,14.5625,21.0132,11.4437
2010/4/14,38.2042,14.4854,21.0132,11.4125
2010/4/15,38.4464,15.41,22.2441,11.9114
2010/4/16,38.2042,15.1404,22.1561,11.7555
2010/4/19,37.1314,14.9863,21.4528,10.9448
2010/4/20,37.2699,14.8707,21.5407,10.7889
2010/4/21,37.7543,14.9477,21.6286,11.2566
2010/4/22,37.6851,14.8322,21.6286,11.2566
2010/4/23,37.8927,14.6781,21.7165,11.4125
2010/4/26,38.6887,14.8707,22.1561,11.6931
2010/4/27,38.6541,14.7936,21.8924,11.7243
2010/4/28,38.2388,14.601,21.5407,11.5684
2010/4/29,38.0658,14.524,21.7165,11.6308
2010/4/30,37.9274,15.5256,22.6837,12.192
2010/5/3,37.6851,15.4486,22.4199,11.8802
2010/5/4,37.7197,15.1404,22.0682,11.662
2010/5/5,36.6816,14.601,20.7494,11.3501
2010/5/6,35.9549,14.4084,20.2219,11.0695
2010/5/7,35.9549,14.7166,21.1011,10.9448
2010/5/10,36.2663,14.6395,21.9803,11.1007
2010/5/11,36.1279,14.2158,21.4528,10.7265
2010/5/12,36.0587,14.524,22.4199,11.1319
2010/5/13,36.8546,15.2174,22.5078,11.4437
2010/5/14,36.7508,15.2559,23.2991,11.8179
2010/5/17,35.9202,14.5625,22.7716,11.4749
2010/5/18,35.9895,14.4469,22.8595,11.5996
2010/5/19,35.6088,14.4469,23.5629,11.8179
2010/5/20,35.1589,14.1387,22.6837,11.4749
2010/5/21,34.4322,14.0617,21.8924,10.976
2010/5/24,34.9167,13.9076,22.1561,10.9448
2010/5/25,33.9962,13.7149,21.8045,10.6641
2010/5/26,34.1346,14.4854,22.2441,10.4771
2010/5/27,34.3699,14.2543,22.2441,10.6018
2010/5/28,34.5153,14.1387,23.0354,10.9136
2010/5/31,34.6745,14.0617,23.0354,11.0695
2010/6/1,34.4876,13.9846,22.332,10.7577
2010/6/2,33.9478,13.7149,21.9803,10.6018
2010/6/3,34.7437,13.9846,22.5957,11.0071
2010/6/4,34.6399,13.8305,22.5957,10.9136
2010/6/7,33.7332,13.4838,22.0682,10.6018
2010/6/8,33.6086,13.6764,22.332,10.633
2010/6/9,33.3456,13.4067,21.9803,10.4771
2010/6/10,33.8093,13.8305,22.0682,10.6641
2010/6/11,34.3423,14.2928,22.8595,10.9448
2010/6/14,34.8475,14.2928,22.9474,11.1007
2010/6/15,35.0897,14.8707,23.6508,11.5372
2010/6/17,35.332,14.9092,23.5629,11.7243
2010/6/18,35.2281,14.7166,23.5629,11.7243
2010/6/21,35.9895,15.5256,25.1455,12.535
2010/6/22,35.7818,16.2576,26.9039,12.9404
2010/6/23,35.4012,16.1035,27.3435,12.7221
2010/6/24,35.505,16.0264,27.6952,12.5662
2010/6/25,35.0205,15.41,27.6952,12.192
2010/6/28,35.1589,16.1805,29.6294,12.6286
2010/6/29,34.9513,15.7568,28.3106,12.1297
2010/6/30,34.2938,15.7568,28.9261,12.4103
2010/7/1,34.0446,16.8355,30.8603,12.3791
2010/7/2,34.2523,16.951,30.3328,12.4103
2010/7/5,34.9513,16.951,30.2449,12.3168
2010/7/6,35.5742,17.5674,31.4758,12.4727
2010/7/7,35.505,18.0297,33.2342,12.8469
2010/7/8,36.0241,17.6445,33.5859,12.5974
2010/7/9,36.2317,17.4904,32.8825,12.6598
2010/7/12,36.1971,17.1051,31.5637,12.5039
2010/7/13,36.0933,17.2978,31.6516,12.4103
2010/7/14,36.7854,17.9142,33.8497,12.7221
2010/7/15,36.8546,17.9527,34.1134,13.4081
2010/7/16,36.6124,17.5289,34.641,13.1275
2010/7/19,36.5085,17.5674,33.9376,13.034
2010/7/20,36.82,17.1822,32.6188,12.878
2010/7/21,36.6124,17.9912,34.4651,13.0028
2010/7/22,36.647,18.2224,36.0477,13.3769
2010/7/23,37.166,18.492,36.6631,13.6264
2010/7/26,37.2699,18.5306,37.1027,13.5329
2010/7/27,37.0968,18.1068,36.7511,13.3458
2010/7/28,37.4083,18.1838,37.1907,13.4705
2010/7/29,37.4429,18.2609,37.8061,13.4705
2010/7/30,37.3045,18.3379,36.4873,13.4705
2010/8/2,38.0312,18.2609,37.8061,13.907
2010/8/3,38.2042,18.2224,36.9269,13.6576
2010/8/4,38.135,18.6461,39.2129,13.7511
2010/8/5,38.1004,18.492,40.4438,13.4393
2010/8/6,38.2042,18.6076,40.3558,13.5952
2010/8/9,38.4118,18.9543,40.3558,13.564
2010/8/10,38.3426,19.1855,42.1143,13.7511
2010/8/11,37.8581,19.5708,40.0921,14.0629
2010/8/12,37.5467,18.6461,38.6853,13.4081
2010/8/13,37.962,18.7232,39.037,13.5329
2010/8/16,38.0658,19.0699,40.0041,13.7199
2010/8/17,38.0312,18.6461,38.9491,13.4705
2010/8/18,37.8235,17.6445,36.6631,13.5329
2010/8/19,38.0312,17.5674,36.0477,13.2834
2010/8/20,38.0312,17.8371,38.0699,13.7511
2010/8/23,38.2734,17.7215,37.5424,13.5329
2010/8/24,38.0312,17.7601,36.0477,13.1275
2010/8/25,37.3391,16.7969,33.9376,12.4727
2010/8/26,37.0968,16.8355,34.0255,12.2232
2010/8/27,37.2699,16.951,34.3772,12.691
2010/8/30,37.4429,16.7969,34.9926,12.4727
2010/8/31,36.8892,16.3732,33.4101,12.7845
2010/9/1,37.166,17.2978,34.1134,12.691
2010/9/2,37.3737,17.4133,35.2564,12.7533
2010/9/3,37.7543,17.2592,35.7839,12.9404
2010/9/6,38.0312,16.9896,35.1685,13.1899
2010/9/7,37.962,16.874,35.1685,13.221
2010/9/8,37.8927,16.5658,33.7617,12.878
2010/9/9,37.8927,15.8338,32.0912,12.5662
2010/9/10,38.2388,16.1035,33.3221,12.5662
2010/9/13,39.3116,16.7199,34.2893,13.4393
2010/9/14,39.45,16.5658,35.3443,13.4705
2010/9/15,39.623,16.7969,35.3443,13.8447
2010/9/16,39.2077,16.8355,34.4651,13.7199
2010/9/17,39.6576,17.4519,36.839,13.7199
2010/9/20,39.623,17.3363,37.1027,13.6888
2010/9/21,39.6922,17.0666,36.1356,13.3769
2010/9/23,39.6922,16.7969,35.3443,13.5017
2010/9/24,39.45,16.6043,35.7839,13.7199
2010/9/27,39.796,16.7584,35.7839,13.564
2010/9/28,39.7268,16.874,35.1685,13.3458
2010/9/29,40.0037,17.1051,35.9598,13.7199
2010/9/30,39.9345,17.0281,35.2564,13.564
2010/10/1,39.9691,16.9125,35.1685,13.6264
2010/10/4,39.9691,17.0666,35.0806,13.6576
2010/10/5,39.7268,17.7215,37.4544,13.9694
2010/10/6,39.9691,17.9912,38.6853,14.0318
2010/10/7,40.1075,17.7215,37.8061,14.1565
2010/10/8,39.8652,17.3363,37.894,13.9694
2010/10/11,39.4154,17.1822,38.3336,13.7199
2010/10/12,38.8963,17.2592,37.3665,13.3146
2010/10/13,39.1385,17.2207,36.0477,13.3769
2010/10/14,39.7614,17.3363,36.3115,13.7199
2010/10/15,39.6922,17.4133,36.4873,13.6576
2010/10/18,38.8963,17.1822,35.4322,13.2522
2010/10/19,38.7925,17.1822,35.5202,13.3458
2010/10/20,39.2424,17.4904,35.8718,13.221
2010/10/21,39.277,17.9527,36.6631,13.3458
2010/10/22,39.5192,18.0297,37.1907,13.4081
2010/10/25,40.383,19.1084,38.6853,13.7199
2010/10/26,40.5629,19.0699,38.1578,13.7199
2010/10/27,40.347,19.6093,40.0921,13.6888
2010/10/28,40.6709,19.9945,40.0921,14.2189
2010/10/29,40.311,19.6478,40.9713,14.0318
2010/11/1,40.8869,20.1872,42.4659,14.4059
2010/11/2,40.8869,19.879,41.4109,14.4371
2010/11/3,40.8149,19.879,41.5867,14.1877
2010/11/4,41.0668,19.956,41.9384,14.3436
2010/11/5,41.4987,19.3396,40.6196,13.9694
2010/11/8,41.4267,19.4167,40.6196,14.1253
2010/11/9,41.5347,19.4167,40.7075,14.0318
2010/11/10,41.4987,18.6076,39.6525,14.0006
2010/11/11,41.3907,18.6461,40.0041,14.0006
2010/11/12,40.5629,18.2994,39.4766,13.7199
2010/11/15,40.419,18.2994,39.4766,13.3769
2010/11/16,40.8509,17.9142,38.7732,13.2522
2010/11/17,40.6709,17.7601,38.4216,13.221
2010/11/18,40.7429,18.9929,40.7954,13.4081
2010/11/19,40.7789,19.147,40.9713,13.221
2010/11/22,41.2828,20.1486,41.8505,13.9694
2010/11/23,40.9588,20.4954,42.5539,13.8759
2010/11/24,40.9228,20.3413,41.9384,13.907
2010/11/25,41.1028,20.2642,42.1143,13.8447
2010/11/26,40.8869,19.5322,40.7954,13.5952
2010/11/29,40.9588,19.6478,41.4109,14.0006
2010/11/30,41.1028,19.7634,42.4659,14.1565
2010/12/1,41.7507,19.7249,42.6418,14.3748
2010/12/2,42.0746,20.0716,43.521,14.5307
2010/12/3,42.4705,19.6478,43.2572,14.1877
2010/12/6,42.5785,19.879,43.4331,14.2812
2010/12/7,42.5425,19.8019,42.7297,14.4683
2010/12/8,42.5425,19.6478,42.0263,14.593
2010/12/9,42.9744,19.9175,42.4659,14.9049
2010/12/10,42.6865,20.1101,42.9055,14.7178
2010/12/13,42.7944,20.3413,42.7297,14.593
2010/12/14,42.6865,20.4568,42.378,14.593
2010/12/15,42.9024,20.3798,42.5539,14.6554
2010/12/16,42.9744,20.8036,43.1693,14.5619
2010/12/17,43.3343,20.765,42.8176,14.7489
2010/12/20,43.1184,20.5339,42.1143,14.8737
2010/12/21,43.2263,21.5355,43.0814,14.9672
2010/12/22,43.2263,22.3446,43.9606,15.1231
2010/12/23,43.5143,22.1134,44.2244,15.0296
2010/12/24,43.3343,22.0749,43.9606,14.8737
2010/12/27,43.5143,21.9978,45.3673,14.936
2010/12/28,43.4423,21.9208,45.3673,14.9672
2010/12/29,43.5503,23.1151,48.5325,15.4038
2010/12/30,43.7662,23.7315,50.3788,15.8715
2010/12/31,44.1981,23.3462,49.6755,15.9962
2011/1/3,44.2341,23.847,52.8406,16.1209
2011/1/4,44.1261,23.5003,52.9286,15.9027
2011/1/5,43.4063,22.4216,50.8185,15.1855
2011/1/6,43.3343,23.0765,52.2252,15.5908
2011/1/7,42.9384,22.6528,50.6426,15.1231
2011/1/10,43.0824,23.2306,52.401,15.3726
2011/1/11,43.8022,23.3077,53.2802,15.5908
2011/1/12,43.9822,23.3847,53.0165,15.5285
2011/1/13,43.9462,24.0397,53.8078,15.5285
2011/1/14,43.9102,23.038,52.5769,15.4661
2011/1/17,43.8022,22.0364,50.2909,15.1543
2011/1/18,44.1621,22.7683,50.4668,15.3102
2011/1/19,44.666,22.8839,50.9064,15.3726
2011/1/20,44.3781,22.6913,51.0822,15.1231
2011/1/21,43.9102,22.2675,50.5547,14.936
2011/1/24,43.8742,21.9978,50.2909,14.7801
2011/1/25,44.2341,22.961,50.7305,14.9672
2011/1/26,44.63,23.1151,50.7305,15.1855
2011/1/27,44.9539,23.5003,51.8735,15.1543
2011/1/28,45.3499,23.5003,51.5218,15.1543
2011/2/8,45.0619,23.038,50.0272,14.7801
2011/2/9,44.63,23.2692,49.9392,14.6554
2011/2/10,43.8022,22.8454,47.7412,13.6576
2011/2/11,42.3985,21.6511,45.8949,13.221
2011/2/14,42.7584,22.8069,48.6204,13.1275
2011/2/15,43.0104,22.229,48.005,13.4081
2011/2/16,43.0824,21.7667,47.8291,13.9382
2011/2/17,42.9384,20.9577,46.1586,13.4705
2011/2/18,43.6582,21.42,46.4224,13.5952
2011/2/21,43.6582,21.4585,46.5103,13.6888
2011/2/22,43.0824,20.3798,44.3123,13.0963
2011/2/23,42.4705,19.7634,43.521,12.7221
2011/2/24,42.4705,19.8404,43.6089,12.7221
2011/2/25,42.8304,20.1872,44.1364,12.6598
2011/3/1,43.1543,21.1118,46.0707,12.9092
2011/3/2,42.7944,21.0347,45.0157,12.5039
2011/3/3,43.3343,20.8421,45.3673,12.7221
2011/3/4,43.6582,20.6495,45.8069,12.7845
2011/3/7,43.3343,19.6478,44.0485,12.6286
2011/3/8,43.3703,19.1084,43.6968,12.6286
2011/3/9,43.3343,19.2626,44.1364,12.5662
2011/3/10,42.8304,19.0314,43.9606,12.5662
2011/3/11,42.3625,19.2626,45.0157,12.5662
2011/3/14,42.3265,18.6076,42.6418,12.348
2011/3/15,41.3907,17.606,40.0041,11.662
2011/3/16,41.2468,17.7986,39.8283,11.9114
2011/3/17,41.2468,18.1838,40.4438,11.9738
2011/3/18,41.5707,18.4535,40.7954,12.0985
2011/3/21,41.8226,18.6461,41.4988,12.0985
2011/3/22,42.0386,18.9543,42.4659,12.1297
2011/3/23,42.1106,18.9158,42.2901,12.2544
2011/3/24,42.2905,19.1855,42.5539,12.6286
2011/3/25,42.7224,19.0314,42.5539,12.7845
2011/3/28,42.5785,18.8388,41.4109,12.691
2011/3/29,42.6505,19.0699,40.7954,12.7845
2011/3/30,42.9024,19.1084,41.0592,12.8157
2011/3/31,42.8664,18.8388,40.4438,12.8469
2011/4/1,43.0824,19.0314,40.7075,12.6286
2011/4/6,44.0182,18.8002,40.18,12.7533
2011/4/7,44.1261,19.9175,42.4659,13.1587
2011/4/8,43.9822,19.8019,42.378,13.6888
2011/4/11,43.9822,19.3396,41.323,13.564
2011/4/12,43.2263,19.1084,41.5867,13.5017
2011/4/13,43.4783,19.7634,43.7848,13.8447
2011/4/14,43.4423,19.956,43.521,13.9382
2011/4/15,42.9384,19.4167,42.0263,13.7199
2011/4/18,42.8664,19.5322,41.8505,13.8447
2011/4/19,42.6145,19.3396,41.6746,13.7823
2011/4/20,43.4063,19.6093,42.8176,13.9382
2011/4/21,44.4141,19.9945,42.9935,13.9694
2011/4/22,44.3421,20.3027,43.0814,13.9382
2011/4/25,44.2341,21.6896,45.6311,14.1565
2011/4/26,44.0541,21.42,45.719,14.1253
2011/4/27,44.738,21.0732,45.4553,14.1565
2011/4/28,44.738,20.7265,44.1364,14.0318
2011/4/29,44.63,20.4183,42.6418,13.6576
2011/5/3,44.738,20.4568,42.9935,13.564
2011/5/4,44.4861,21.0732,44.8398,13.4081
2011/5/5,44.81,21.2273,45.3673,13.4081
2011/5/6,44.594,21.497,45.3673,13.6576
2011/5/9,44.846,21.7667,46.6862,14.0941
2011/5/10,44.846,21.497,46.4224,14.1253
2011/5/11,44.666,20.9577,45.4553,14.1253
2011/5/12,44.81,21.1118,45.5432,14.0318
2011/5/13,44.666,20.7265,44.576,13.8759
2011/5/16,44.1261,20.4954,44.4002,13.8759
2011/5/17,44.0901,20.765,44.576,13.7511
2011/5/18,44.3421,20.9191,44.664,13.7199
2011/5/19,43.9462,19.9945,43.7848,13.8135
2011/5/20,43.9822,19.6478,43.4331,13.7199
2011/5/23,43.4423,19.5322,42.7297,13.1899
2011/5/24,43.5143,19.8404,42.4659,13.1587
2011/5/25,43.3703,19.4937,41.0592,12.691
2011/5/26,43.8022,19.5708,42.5539,12.878
2011/5/27,43.6222,19.879,42.7297,12.9716
2011/5/30,43.5503,20.2642,42.9055,12.878
2011/5/31,44.63,20.6109,43.8727,13.7511
2011/6/1,44.882,20.3027,43.3452,14.1253
2011/6/2,44.558,19.7249,42.2022,14.0941
2011/6/3,44.774,19.4937,41.6746,14.1253
2011/6/7,44.774,19.4552,41.5867,13.9694
2011/6/8,44.63,19.3011,41.323,13.6264
2011/6/9,44.63,19.3396,41.0592,13.7199
2011/6/10,43.5863,19.3396,40.4438,13.4081
2011/6/13,43.0104,18.6076,40.0041,13.034
2011/6/14,43.7302,18.5691,39.4766,13.0963
2011/6/15,43.5503,17.9527,38.8612,13.0963
2011/6/16,42.7584,17.4133,36.9269,12.7845
2011/6/17,42.6145,17.6445,37.2786,12.7845
2011/6/20,42.1826,17.4904,37.1027,12.9092
2011/6/21,42.5065,17.7215,37.4544,12.9716
2011/6/22,42.6145,17.5289,37.6303,12.9092
2011/6/23,42.2186,17.1437,37.1907,12.5974
2011/6/24,41.8946,17.4133,37.5424,12.9404
2011/6/27,41.6067,17.3748,37.8061,12.9716
2011/6/28,41.4987,17.606,37.8061,13.0963
2011/6/29,42.2186,17.6445,37.982,13.4393
2011/6/30,42.3625,17.7986,38.3336,13.564
2011/7/1,42.9744,17.8756,38.2457,13.5952
2011/7/4,43.2263,17.6445,37.6303,13.3769
2011/7/5,43.1543,17.3363,37.1907,13.4393
2011/7/6,43.6222,17.1436,36.5752,13.3458
2011/7/7,43.4423,17.2977,37.0148,13.4705
2011/7/8,43.2263,17.4133,36.4873,13.5017
2011/7/11,42.9384,17.6445,36.6631,13.5329
2011/7/12,42.2545,17.1822,35.6081,13.3458
2011/7/13,42.2545,17.1436,34.1134,13.0651
2011/7/14,42.3985,16.1035,32.2671,12.7845
2011/7/15,42.6145,16.3731,34.4651,12.9092
2011/7/18,42.4705,16.3346,34.7289,12.8469
2011/7/19,42.3985,15.9494,34.1134,12.7221
2011/7/20,43.5143,16.142,34.3772,12.691
2011/7/21,43.6222,16.1805,33.6738,12.5974
2011/7/22,43.9102,16.0264,33.498,12.5974
2011/7/25,43.4783,16.1035,33.0584,12.5974
2011/7/26,44.0541,15.9879,33.0584,12.878
2011/7/27,44.1621,15.9494,33.1463,12.878
2011/7/28,43.8022,15.5641,32.7067,12.7533
2011/7/29,43.1184,15.2174,32.355,12.6286
2011/8/1,43.4423,15.2944,32.0033,12.9716
2011/8/2,42.8664,15.2559,32.2671,12.5662
2011/8/3,42.1826,14.9477,31.7396,12.348
2011/8/4,41.6427,14.8707,31.4758,12.5039
2011/8/5,39.1952,13.8305,29.2778,11.6308
2011/8/8,38.5114,12.8674,27.2556,10.82
2011/8/9,38.1515,13.4452,27.6073,10.4643
2011/8/10,38.9433,13.9075,29.4536,10.8828
2011/8/11,38.9433,13.4067,28.7502,10.9875
2011/8/12,38.5474,13.4838,29.014,10.8131
2011/8/15,39.3032,14.0231,29.6294,11.2316
2011/8/16,39.1232,14.1002,29.5415,11.2316
2011/8/17,38.8353,14.3313,29.5415,11.2665
2011/8/18,38.1155,13.9846,28.8382,11.1619
2011/8/19,36.7838,13.5993,27.871,10.9875
2011/8/22,37.0717,13.9075,27.871,11.0572
2011/8/23,38.3674,14.4854,29.5415,11.5805
2011/8/24,37.8635,14.1772,29.5415,11.1619
2011/8/25,37.6836,14.2157,29.1898,10.8828
2011/8/26,38.1875,14.3313,28.9261,10.848
2011/8/29,38.7273,14.4084,29.2778,11.0921
2011/8/30,39.0153,14.2928,27.3435,10.8828
2011/8/31,39.2672,14.3313,27.3435,11.3712
2011/9/1,39.6991,14.6448,28.2227,11.2316
2011/9/2,39.6991,14.6448,29.014,11.0921
2011/9/5,38.5834,14.2418,28.2227,10.6038
2011/9/6,37.8275,13.7939,26.728,10.4643
2011/9/7,38.5474,14.1074,27.7831,10.534
2011/9/8,38.6554,14.1074,28.3106,10.4992
2011/9/9,38.9793,14.197,28.9261,10.4992
2011/9/13,37.8995,13.8835,28.5744,10.1503
2011/9/14,37.1437,13.346,28.3106,9.8015
2011/9/15,38.0435,13.7491,29.8053,9.9759
2011/9/16,38.9433,14.0178,29.6294,10.6736
2011/9/19,38.2954,13.8387,29.014,10.534
2011/9/20,38.4394,13.6595,28.4865,10.255
2011/9/21,38.5834,13.973,28.8382,10.3945
2011/9/22,37.5036,13.4804,27.6444,9.9411
2011/9/23,36.2439,13.0773,25.7596,9.7667
2011/9/26,35.5025,13.1221,23.9794,9.9062
2011/9/27,36.7838,14.0178,24.2936,10.1852
2011/9/28,36.8198,13.9283,24.0842,10.2899
2011/9/29,37.1437,14.0626,24.6077,10.1503
2011/9/30,37.1797,13.973,25.0266,10.1155
2011/10/3,36.2079,13.4356,23.77,9.7667
2011/10/4,36.5318,13.4804,23.3512,9.8015
2011/10/5,36.1719,13.2117,23.4559,9.8015
2011/10/6,36.8917,13.4356,23.9794,10.1503
2011/10/7,37.1077,13.6148,24.3983,10.1852
2011/10/11,38.1515,14.1522,25.1313,10.4992
2011/10/12,38.0435,14.0178,25.0266,10.1852
2011/10/13,38.0075,14.9583,26.702,10.4643
2011/10/14,37.7556,14.9583,26.1784,10.255
2011/10/17,38.2235,15.2718,26.9114,10.4294
2011/10/18,37.8275,15.3166,26.1784,10.255
2011/10/19,37.6836,15.3614,26.2831,10.3247
2011/10/20,37.2517,15.0479,25.3407,10.1852
2011/10/21,37.3956,15.0031,25.3407,10.1852
2011/10/24,38.5834,15.1375,26.0737,10.6736
2011/10/25,38.5834,14.6896,25.969,10.5689
2011/10/26,38.9569,14.6896,26.3879,10.6736
2011/10/27,39.0316,15.0479,27.0161,10.6038
2011/10/28,39.1437,15.0927,26.702,10.9875
2011/10/31,38.9943,14.8688,26.1784,10.9875
2011/11/1,39.2557,14.9583,26.1784,10.9875
2011/11/2,39.1437,14.824,25.8643,10.9875
2011/11/3,38.434,14.6,25.5501,10.7084
2011/11/4,39.069,15.1375,26.1784,10.9177
2011/11/7,39.1437,14.8688,26.9114,10.8828
2011/11/8,38.9569,14.5105,26.3879,10.8131
2011/11/9,38.9943,14.3313,26.0737,10.8131
2011/11/10,37.7617,13.6148,25.1313,10.255
2011/11/11,38.0232,13.8387,25.236,10.2201
2011/11/14,38.9569,14.0626,25.5501,10.2899
2011/11/15,38.7328,14.2418,25.4454,10.255
2011/11/16,38.2473,14.197,24.8171,9.9759
2011/11/17,38.3593,13.8835,24.503,9.9411
2011/11/18,37.575,13.57,24.0842,9.6969
2011/11/21,36.7756,13.1221,23.2464,9.5225
2011/11/22,36.6188,13.1669,23.2464,9.4178
2011/11/23,35.7448,12.8982,22.1993,9.1039
2011/11/24,35.7522,13.1669,22.6182,9.1039
2011/11/25,35.4385,13.3013,23.4559,8.9644
2011/11/28,36.0735,13.0773,23.6653,9.069
2011/11/29,36.3947,13.0773,24.0842,9.1388
2011/11/30,35.9166,13.0326,24.0842,8.8249
2011/12/1,37.575,13.5252,25.1313,9.4178
2011/12/2,37.2164,13.2565,24.503,9.6271
2011/12/5,37.0969,13.2565,24.2936,9.4876
2011/12/6,36.3723,13.0326,23.77,9.2086
2011/12/7,36.7532,13.0326,23.77,9.4178
2011/12/8,36.4993,13.346,23.2464,9.6969
2011/12/9,36.0361,13.0773,22.4087,9.4527
2011/12/12,36.4544,13.1669,22.7229,9.5225
2011/12/13,36.2677,13.1221,22.304,9.5574
2011/12/14,36.2976,13.0326,23.037,9.3481
2011/12/15,35.4833,12.8534,22.304,9.1737
2011/12/16,35.6327,12.8086,22.4087,9.1388
2011/12/19,34.9156,12.316,21.2569,8.8946
2011/12/20,35.1098,12.4951,21.2569,9.1039
2011/12/21,36.813,13.1669,22.7229,9.5574
2011/12/22,36.7234,12.8534,22.4087,9.4527
2011/12/23,37.3509,13.2565,23.2464,9.9759
2011/12/26,37.3135,13.1221,22.8276,9.8015
2011/12/27,37.2388,13.4356,23.6653,9.6271
2011/12/28,37.0296,13.9283,25.236,9.8713
2011/12/29,37.0595,13.8835,25.3407,10.1155
2011/12/30,37.2089,13.7043,25.3407,10.2201
2012/1/2,36.6487,13.57,24.7124,10.0457
2012/1/3,37.1267,14.0178,26.3879,10.4643
2012/1/4,37.3509,14.2865,26.5973,10.4643
2012/1/5,37.4629,14.9583,28.2727,10.534
2012/1/6,37.3509,14.6448,27.2256,10.2899
2012/1/9,37.2089,14.7344,27.8538,10.3945
2012/1/10,37.8738,15.0479,28.0633,10.6038
2012/1/11,37.8364,15.1823,27.8538,10.4643
2012/1/12,37.9111,15.0927,27.1208,10.534
2012/1/13,37.9858,15.0927,26.702,10.5689
2012/1/16,37.3882,14.5105,26.2831,10.1852
2012/1/17,37.7617,14.7344,26.5973,10.4992
2012/1/18,37.6497,14.6,25.6549,10.534
2012/1/30,38.6955,14.5553,26.4926,11.1968
2012/1/31,38.8075,14.824,27.2256,11.5107
2012/2/1,39.069,15.5853,29.1104,11.5456
2012/2/2,39.5172,16.1227,31.1,11.4409
2012/2/3,39.6293,16.5706,33.1942,11.4061
2012/2/4,40.0775,16.3467,32.6707,11.3363
2012/2/6,39.7413,16.7945,32.4612,11.0224
2012/2/7,39.816,16.8841,33.5084,11.0572
2012/2/8,40.6751,17.108,34.3461,11.5107
2012/2/9,40.6377,17.0185,33.9272,11.3712
2012/2/10,40.3016,16.9289,34.032,11.2316
2012/2/13,40.4883,17.4215,36.3357,11.6851
2012/2/14,40.3389,17.0185,35.2885,11.3712
2012/2/15,41.0112,17.1528,36.2309,11.5805
